,title,price,colour,description,category,brand
208,mini pleated skirt details,39.9,black,mini skirt with paperbag style waist and elastic side tabs. featuring a belt in a matching fabric.,skirts,zara
209,camisole dress details,39.9,black,short dress with a v neckline and adjustable thin straps.,dresses,zara
210,floral print dress details,89.9,black,"flowing v neck dress with long sleeves. featuring smocked detail on the chest, side vents at the hem and covered buttons for fastening. ",dresses,zara
211,printed dress with frills details,59.9,multicoloured,"short dress featuring a v neckline, short sleeves with gathering, buttons on the chest, ruffled hem and invisible side zip fastening.",dresses,zara
212,gathered t shirt details,39.9,grey,"short sleeve t shirt with a round neckline. featuring a gathered, ruffled hem.",tops,zara
213,zw premium ‘80s skinny bering blue jeans details,69.9,blue,the ‘80s skinny in bering blue.,jeans,zara
214,flared midi dress details,89.9,brown / taupe,"knit dress with a round neckline, long sleeves and a flared hem. ",outerwear,zara
215,knotted dress details,69.9,vanilla,"flowing sleeveless midi dress featuring a round neckline, hem with side vents, lining and tied detail on the back.",dresses,zara
216,pleated tunic details,119.0,black,collared sleeveless tunic with a pleated hem detail and semi sheer contrast fabric. button fastening at the front.,outerwear,zara
217,frozen ©disney hoodie details,59.9,white,sweatshirt with adjustable hood and long sleeves. ribbed finish. pouch pocket on the front. ,outerwear,zara
218,jeans z1975 frayed hems details,59.9,black,"faded effect high waist jeans featuring a five pocket design, frayed hems and zip fly and metal top button fastening.",jeans,zara
219,shirt dress with belt details,69.9,indigo,"dress with a shirt collar and long puff sleeves. featuring decorative pleats, a metal d ring buckle belt and front button fastening hidden by a placket.",dresses,zara
220,semi sheer textured blouse details,59.9,pastel blue,blouse with a high neck and long puff sleeves. featuring a buttoned opening at the back.,tops,zara
221,perforated dress with embroidery details,89.9,beige-pink,a line v neck dress with short puff sleeves. lined. matching perforated embroidery.,dresses,zara
222,polka dot print trousers details,69.9,black,"high waist trousers with side pockets, a false welt pocket at the back and invisible side zip fastening.",bottoms,zara
223,paperbag bermuda shorts with belt details,45.9,black,"high waist bermuda shorts with an elastic waistband. featuring side pockets, false welt back pockets, a tie belt in matching fabric and zip fly and button fastening.",skirts,zara
224,barbie™ t shirt details,39.9,white,"t shirt with a round neckline, short sleeves and a contrast print from barbie © 2019 m / 0′ 7″attel.",tops,zara
225,printed bermuda shorts with ruffles details,59.9,black / green,high waist bermuda shorts with pleats at the waist. matching ruffle trims. invisible side zip fastening. ,skirts,zara
226,double faced biker jacket details,179.0,ecru,"long sleeve jacket with a lapel collar. featuring front zip pockets, faux shearling lining detail, belt with metal buckle and metal zip up fastening in the front. ",outerwear,zara
227,sorona ® dupont™ puffer jacket details,119.0,khaki,"water repellent jacket with a high collar and an adjustable and detachable hood. featuring long sleeves with elastic cuffs, front welt pockets with snap buttons, a contrast belt appliqué and a zip up front. ",outerwear,zara
228,blazer style dress with belt details,119.0,pink,sleeveless v neck mini dress with contrast belt and metal buckle. featuring front flap pockets and double breasted snap button front fastening.,dresses,zara
229,pleated skirt with belt details,89.9,black,long skirt featuring a matching belt and invisible side zip fastening.,skirts,zara
230,pinstripe double breasted blazer details,179.0,dark brown,long sleeve blazer with a lapel collar. featuring front flap pockets and double breasted button fastening in the front. ,outerwear,zara
231,belted cargo shorts details,49.9,light khaki,"high waist shorts featuring a paperbag waist, front patch pockets with flap and tied belt in the same fabric. fastening with zip and metal hook hidden by a placket.",skirts,zara
232,shiny mini skirt with bow details,49.9,bubble gum,high waist mini skirt with front bow detail and front vent at the hem.,skirts,zara
233,satin dress details,159.0,pink,"long dress featuring a loose fitting v neckline, long sleeves, pleated detail on the sleeves and waist and a buttoned opening on the back.",dresses,zara
234,flowing camisole dress details,69.9,dark aubergine,cowl neck midi dress with thin adjustable straps.,dresses,zara
235,belted coat details,69.9,sand / marl,"coat with a lapel collar, long sleeves, front patch pockets and front fastening with belt in the same fabric. ",outerwear,zara
236,puffer jacket with hood details,89.9,khaki,"long sleeve jacket with a high neck and an adjustable hood. featuring ribbed trims, front zip pockets and front metal zip fastening. ",outerwear,zara
237,printed skirt over trousers details,69.9,multicoloured,high waist trousers with skirt type fabric on the front. invisible zip at the back. ,bottoms,zara
238,metallic effect t shirt details,24.9,silver,"t shirt with a round neckline, short sleeves and a front patch pocket. ",tops,zara
239,asymmetric top details,69.9,grey marl,"long sleeve top with an asymmetric neckline, gathered detail at the sides and invisible side zip fastening. ",tops,zara
240,jeans hi rise tapered rips details,59.9,blue,"faded high rise jeans featuring a five pocket design, a straight fit that tapers slightly at the hem, ripped detail on the front and zip fly and metal button fastening.",jeans,zara
241,textured weave dress details,29.9,russet,dress with a straight neckline and thin straps. featuring a side vent at the hem.,dresses,zara
242,denim midi skirt details,69.9,black,"faded midi skirt with a five pocket design, frayed asymmetric hems and zip fly and metal top button fastening.",skirts,zara
243,ruffled dress details,45.9,petrol blue,short sleeve mini dress with a round neck and a ruffled hem.,dresses,zara
244,z1975 slouchy jeans details,69.9,black,"high waist jeans featuring front pleats, an adjustable waist with cord, front pockets, false rear jetted pockets and elastic cuffed hems with snap button. ",jeans,zara
245,contrast frilled top details,49.9,black,sleeveless top with a v neckline. featuring matching lace and ruffle trims on the chest and hem. ,tops,zara
246,sweatshirt with shoulder pads details,45.9,black,"round neck sweatshirt with long puff sleeves, shoulder pads and pleats.",outerwear,zara
247,belted coat details,259.0,black,"coat with a lapel collar. featuring long sleeves with adjustable buttoned cuffs, front flap pockets, a belt appliqué in matching fabric and hem with side vents. ",outerwear,zara
248,pyjama shirt with rhinestone buttons details,59.9,green,"loose fitting shirt with a v neckline, lapel collar and long sleeves with a vent. featuring false front welt pocket, asymmetric hem with side vents and double breasted metal button fastening with rhinestone appliqué.",tops,zara
249,mickey & friends © disney t shirt details,39.9,black,short sleeve t shirt with a round neckline. featuring a mickey mouse © disney print on the front.,tops,zara
250,shirt with pockets details,45.9,black,loose fitting long sleeve shirt with a lapel collar. featuring chest patch pockets with flaps and a button up front. ,tops,zara
251,sweatshirt with contrast collar details,45.9,black,"long sleeve sweatshirt featuring a round neckline with a contrast collar trim, faux fur lining and a buttoned opening at the back. ",outerwear,zara
252,soft touch t shirt details,29.9,fuchsia,v neck t shirt with short puff sleeves. ,tops,zara
253,shiny t shirt details,45.9,black,"t shirt featuring a round neckline, long puff sleeves, elastic cuffs and shiny stripe appliqués. ",tops,zara
254,faux leather jogging trousers details,59.9,black,high waist trousers with an adjustable drawstring waist. featuring front pockets and elastic hems.,bottoms,zara
255,polka dot top details,49.9,green,"top with a straight neckline and tied straps. featuring stretch fabric, a ruffled hem and invisible side zip fastening.",tops,zara
256,drawstring jogging trousers details,29.9,khaki,"high waist trousers with an elastic waistband, in seam side pockets, turn up hems and contrast drawstring fastening on the front. ",bottoms,zara
257,satin lapel collar blouse details,69.9,black,"semi sheer longline blouse with a lapel collar, long sleeves and a button up front.",tops,zara
258,z1975 wide leg jeans details,59.9,indigo,faded high rise flared jeans featuring a five pocket design and frayed hems. front zip fly and metal top button fastening.,jeans,zara
259,velvet shawl collar blazer details,159.0,black,"long sleeve blazer featuring a contrast shawl collar, front flap pockets, a back vent and a double breasted front with covered buttons.",outerwear,zara
260,printed mini dress details,69.9,multicoloured,"dress featuring a round neckline with tied detail, long sleeves, ruffled hem and lining.",dresses,zara
